date,year,region,age_group,synthetic_cases,annual_region_age_cases
2024-06-03,2024,London,5_to_10,9.526315789473685,362.0
2024-06-10,2024,London,5_to_10,7.175666438824334,362.0
2024-06-17,2024,London,5_to_10,9.897470950102528,362.0
2024-06-24,2024,London,5_to_10,9.031442241968557,362.0
2024-07-01,2024,London,5_to_10,9.526315789473685,362.0
2024-07-08,2024,London,5_to_10,10.7634996582365,362.0
2024-07-15,2024,London,5_to_10,10.392344497607656,362.0
2024-07-22,2024,London,5_to_10,7.423103212576897,362.0
2024-07-29,2024,London,5_to_10,8.289131920710869,362.0
2024-08-05,2024,London,5_to_10,6.433356117566644,362.0
2024-08-12,2024,London,5_to_10,4.948735475051264,362.0
2024-08-19,2024,London,5_to_10,3.9589883800410117,362.0
2024-08-26,2024,London,5_to_10,2.845522898154477,362.0
2024-09-02,2024,London,5_to_10,3.464114832535885,362.0
2024-09-09,2024,London,5_to_10,2.845522898154477,362.0
2024-09-16,2024,London,5_to_10,2.845522898154477,362.0
2024-09-23,2024,London,5_to_10,1.7320574162679425,362.0
2024-09-30,2024,London,5_to_10,2.1032125768967873,362.0
2024-10-07,2024,London,5_to_10,1.7320574162679425,362.0
2024-10-14,2024,London,5_to_10,1.4846206425153794,362.0
2024-10-21,2024,London,5_to_10,3.3403964456596036,362.0
2024-10-28,2024,London,5_to_10,2.226930963773069,362.0
2024-11-04,2024,London,5_to_10,4.206425153793575,362.0
2024-11-11,2024,London,5_to_10,3.464114832535885,362.0
2024-11-18,2024,London,5_to_10,3.587833219412167,362.0
2024-11-25,2024,London,5_to_10,3.587833219412167,362.0
2024-12-02,2024,London,5_to_10,4.082706766917293,362.0
2024-12-09,2024,London,5_to_10,3.216678058783322,362.0
2024-12-16,2024,London,5_to_10,2.7218045112781954,362.0
2024-12-23,2024,London,5_to_10,1.9794941900205059,362.0
2024-12-30,2024,London,5_to_10,2.7218045112781954,362.0
2024-01-01,2024,London,under_1,3.8188653451811345,151.0
2024-01-08,2024,London,under_1,3.354408749145591,151.0
2024-01-15,2024,London,under_1,2.735133287764867,151.0
2024-01-22,2024,London,under_1,3.354408749145591,151.0
2024-01-29,2024,London,under_1,3.61244019138756,151.0
2024-02-05,2024,London,under_1,3.61244019138756,151.0
2024-02-12,2024,London,under_1,3.6640464798359536,151.0
2024-02-19,2024,London,under_1,2.993164730006835,151.0
2024-02-26,2024,London,under_1,4.02529049897471,151.0
2024-03-04,2024,London,under_1,2.993164730006835,151.0
2024-03-11,2024,London,under_1,4.541353383458647,151.0
2024-03-18,2024,London,under_1,3.973684210526316,151.0
2024-03-25,2024,London,under_1,3.715652768284347,151.0
2024-04-01,2024,London,under_1,4.644565960355434,151.0
2024-04-08,2024,London,under_1,5.470266575529734,151.0
2024-04-15,2024,London,under_1,4.3349282296650715,151.0
2024-04-22,2024,London,under_1,4.231715652768284,151.0
2024-04-29,2024,London,under_1,4.1801093643198906,151.0
2024-05-06,2024,London,under_1,4.4897470950102525,151.0
2024-05-13,2024,London,under_1,5.367053998632946,151.0
2024-05-20,2024,London,under_1,5.00580997949419,151.0
2024-05-27,2024,London,under_1,3.6640464798359536,151.0
2024-06-03,2024,London,under_1,3.973684210526316,151.0
2024-06-10,2024,London,under_1,2.993164730006835,151.0
2024-06-17,2024,London,under_1,4.128503075871497,151.0
2024-06-24,2024,London,under_1,3.767259056732741,151.0
2024-07-01,2024,London,under_1,3.973684210526316,151.0
2024-07-08,2024,London,under_1,4.4897470950102525,151.0
2024-07-15,2024,London,under_1,4.3349282296650715,151.0
2024-07-22,2024,London,under_1,3.096377306903623,151.0
2024-07-29,2024,London,under_1,3.4576213260423785,151.0
2024-08-05,2024,London,under_1,2.683526999316473,151.0
2024-08-12,2024,London,under_1,2.0642515379357484,151.0
2024-08-19,2024,London,under_1,1.6514012303485988,151.0
2024-08-26,2024,London,under_1,1.1869446343130554,151.0
2024-09-02,2024,London,under_1,1.444976076555024,151.0
2024-09-09,2024,London,under_1,1.1869446343130554,151.0
2024-09-16,2024,London,under_1,1.1869446343130554,151.0
2024-09-23,2024,London,under_1,0.722488038277512,151.0
2024-09-30,2024,London,under_1,0.8773069036226931,151.0
2024-10-07,2024,London,under_1,0.722488038277512,151.0
2024-10-14,2024,London,under_1,0.6192754613807245,151.0
2024-10-21,2024,London,under_1,1.3933697881066303,151.0
2024-10-28,2024,London,under_1,0.9289131920710868,151.0
2024-11-04,2024,London,under_1,1.7546138072453863,151.0
2024-11-11,2024,London,under_1,1.444976076555024,151.0
2024-11-18,2024,London,under_1,1.4965823650034176,151.0
2024-11-25,2024,London,under_1,1.4965823650034176,151.0
2024-12-02,2024,London,under_1,1.7030075187969924,151.0
2024-12-09,2024,London,under_1,1.3417634996582366,151.0
2024-12-16,2024,London,under_1,1.1353383458646618,151.0
2024-12-23,2024,London,under_1,0.8257006151742994,151.0
2024-12-30,2024,London,under_1,1.1353383458646618,151.0
2024-01-01,2024,North East,11_to_14,0.17703349282296652,7.0
2024-01-08,2024,North East,11_to_14,0.15550239234449761,7.0
2024-01-15,2024,North East,11_to_14,0.12679425837320574,7.0
2024-01-22,2024,North East,11_to_14,0.15550239234449761,7.0
2024-01-29,2024,North East,11_to_14,0.1674641148325359,7.0
2024-02-05,2024,North East,11_to_14,0.1674641148325359,7.0
2024-02-12,2024,North East,11_to_14,0.16985645933014354,7.0
2024-02-19,2024,North East,11_to_14,0.13875598086124402,7.0
2024-02-26,2024,North East,11_to_14,0.18660287081339713,7.0
2024-03-04,2024,North East,11_to_14,0.13875598086124402,7.0
2024-03-11,2024,North East,11_to_14,0.21052631578947367,7.0
2024-03-18,2024,North East,11_to_14,0.18421052631578946,7.0
2024-03-25,2024,North East,11_to_14,0.1722488038277512,7.0
2024-04-01,2024,North East,11_to_14,0.215311004784689,7.0
2024-04-08,2024,North East,11_to_14,0.2535885167464115,7.0
2024-04-15,2024,North East,11_to_14,0.20095693779904306,7.0
2024-04-22,2024,North East,11_to_14,0.19617224880382775,7.0
2024-04-29,2024,North East,11_to_14,0.1937799043062201,7.0
2024-05-06,2024,North East,11_to_14,0.20813397129186603,7.0
2024-05-13,2024,North East,11_to_14,0.24880382775119617,7.0
2024-05-20,2024,North East,11_to_14,0.23205741626794257,7.0
2024-05-27,2024,North East,11_to_14,0.16985645933014354,7.0
2024-06-03,2024,North East,11_to_14,0.18421052631578946,7.0
2024-06-10,2024,North East,11_to_14,0.13875598086124402,7.0
2024-06-17,2024,North East,11_to_14,0.19138755980861244,7.0
2024-06-24,2024,North East,11_to_14,0.17464114832535885,7.0
2024-07-01,2024,North East,11_to_14,0.18421052631578946,7.0
2024-07-08,2024,North East,11_to_14,0.20813397129186603,7.0
2024-07-15,2024,North East,11_to_14,0.20095693779904306,7.0
2024-07-22,2024,North East,11_to_14,0.14354066985645933,7.0
2024-07-29,2024,North East,11_to_14,0.16028708133971292,7.0
2024-08-05,2024,North East,11_to_14,0.12440191387559808,7.0
2024-08-12,2024,North East,11_to_14,0.09569377990430622,7.0
2024-08-19,2024,North East,11_to_14,0.07655502392344497,7.0
2024-08-26,2024,North East,11_to_14,0.05502392344497608,7.0
2024-09-02,2024,North East,11_to_14,0.06698564593301436,7.0
2024-09-09,2024,North East,11_to_14,0.05502392344497608,7.0
2024-09-16,2024,North East,11_to_14,0.05502392344497608,7.0
2024-09-23,2024,North East,11_to_14,0.03349282296650718,7.0
2024-09-30,2024,North East,11_to_14,0.04066985645933014,7.0
2024-10-07,2024,North East,11_to_14,0.03349282296650718,7.0
2024-10-14,2024,North East,11_to_14,0.028708133971291867,7.0
2024-10-21,2024,North East,11_to_14,0.0645933014354067,7.0
2024-10-28,2024,North East,11_to_14,0.0430622009569378,7.0
2024-11-04,2024,North East,11_to_14,0.08133971291866028,7.0
2024-11-11,2024,North East,11_to_14,0.06698564593301436,7.0
2024-11-18,2024,North East,11_to_14,0.06937799043062201,7.0
2024-11-25,2024,North East,11_to_14,0.06937799043062201,7.0
2024-12-02,2024,North East,11_to_14,0.07894736842105263,7.0
2024-12-09,2024,North East,11_to_14,0.06220095693779904,7.0
2024-12-16,2024,North East,11_to_14,0.05263157894736842,7.0
2024-12-23,2024,North East,11_to_14,0.03827751196172249,7.0
2024-12-30,2024,North East,11_to_14,0.05263157894736842,7.0
2024-01-01,2024,North East,15_to_24,0.10116199589883801,4.0
2024-01-08,2024,North East,15_to_24,0.08885850991114148,4.0
2024-01-15,2024,North East,15_to_24,0.07245386192754613,4.0
2024-01-22,2024,North East,15_to_24,0.08885850991114148,4.0
2024-01-29,2024,North East,15_to_24,0.09569377990430622,4.0
2024-02-05,2024,North East,15_to_24,0.09569377990430622,4.0
2024-02-12,2024,North East,15_to_24,0.09706083390293917,4.0
2024-02-19,2024,North East,15_to_24,0.07928913192071087,4.0
2024-02-26,2024,North East,15_to_24,0.10663021189336978,4.0
2024-03-04,2024,North East,15_to_24,0.07928913192071087,4.0
2024-03-11,2024,North East,15_to_24,0.12030075187969924,4.0
2024-03-18,2024,North East,15_to_24,0.10526315789473684,4.0
2024-03-25,2024,North East,15_to_24,0.09842788790157211,4.0
2024-04-01,2024,North East,15_to_24,0.12303485987696514,4.0
2024-04-08,2024,North East,15_to_24,0.14490772385509226,4.0
2024-04-15,2024,North East,15_to_24,0.11483253588516747,4.0
2024-04-22,2024,North East,15_to_24,0.11209842788790157,4.0
2024-04-29,2024,North East,15_to_24,0.11073137388926863,4.0
2024-05-06,2024,North East,15_to_24,0.11893369788106631,4.0
2024-05-13,2024,North East,15_to_24,0.1421736158578264,4.0
2024-05-20,2024,North East,15_to_24,0.13260423786739575,4.0
2024-05-27,2024,North East,15_to_24,0.09706083390293917,4.0
2024-06-03,2024,North East,15_to_24,0.10526315789473684,4.0
2024-06-10,2024,North East,15_to_24,0.07928913192071087,4.0
2024-06-17,2024,North East,15_to_24,0.10936431989063568,4.0
2024-06-24,2024,North East,15_to_24,0.09979494190020506,4.0
2024-07-01,2024,North East,15_to_24,0.10526315789473684,4.0
2024-07-08,2024,North East,15_to_24,0.11893369788106631,4.0
2024-07-15,2024,North East,15_to_24,0.11483253588516747,4.0
2024-07-22,2024,North East,15_to_24,0.08202323991797676,4.0
2024-07-29,2024,North East,15_to_24,0.09159261790840738,4.0
2024-08-05,2024,North East,15_to_24,0.0710868079289132,4.0
2024-08-12,2024,North East,15_to_24,0.05468215994531784,4.0
2024-08-19,2024,North East,15_to_24,0.043745727956254275,4.0
2024-08-26,2024,North East,15_to_24,0.03144224196855776,4.0
2024-09-02,2024,North East,15_to_24,0.03827751196172249,4.0
2024-09-09,2024,North East,15_to_24,0.03144224196855776,4.0
2024-09-16,2024,North East,15_to_24,0.03144224196855776,4.0
2024-09-23,2024,North East,15_to_24,0.019138755980861243,4.0
2024-09-30,2024,North East,15_to_24,0.02323991797676008,4.0
2024-10-07,2024,North East,15_to_24,0.019138755980861243,4.0
2024-10-14,2024,North East,15_to_24,0.016404647983595352,4.0
2024-10-21,2024,North East,15_to_24,0.03691045796308954,4.0
2024-10-28,2024,North East,15_to_24,0.02460697197539303,4.0
2024-11-04,2024,North East,15_to_24,0.04647983595352016,4.0
2024-11-11,2024,North East,15_to_24,0.03827751196172249,4.0
2024-11-18,2024,North East,15_to_24,0.039644565960355434,4.0
2024-11-25,2024,North East,15_to_24,0.039644565960355434,4.0
2024-12-02,2024,North East,15_to_24,0.045112781954887216,4.0
2024-12-09,2024,North East,15_to_24,0.0355434039644566,4.0
2024-12-16,2024,North East,15_to_24,0.03007518796992481,4.0
2024-12-23,2024,North East,15_to_24,0.021872863978127138,4.0
2024-12-30,2024,North East,15_to_24,0.03007518796992481,4.0
2024-01-01,2024,North East,1_to_4,0.40464798359535203,16.0
2024-01-08,2024,North East,1_to_4,0.35543403964456594,16.0
2024-01-15,2024,North East,1_to_4,0.2898154477101845,16.0
2024-01-22,2024,North East,1_to_4,0.35543403964456594,16.0
2024-01-29,2024,North East,1_to_4,0.3827751196172249,16.0
2024-02-05,2024,North East,1_to_4,0.3827751196172249,16.0
2024-02-12,2024,North East,1_to_4,0.38824333561175667,16.0
2024-02-19,2024,North East,1_to_4,0.31715652768284347,16.0
2024-02-26,2024,North East,1_to_4,0.42652084757347913,16.0
2024-03-04,2024,North East,1_to_4,0.31715652768284347,16.0
2024-03-11,2024,North East,1_to_4,0.48120300751879697,16.0
2024-03-18,2024,North East,1_to_4,0.42105263157894735,16.0
2024-03-25,2024,North East,1_to_4,0.39371155160628846,16.0
2024-04-01,2024,North East,1_to_4,0.49213943950786054,16.0
2024-04-08,2024,North East,1_to_4,0.579630895420369,16.0
2024-04-15,2024,North East,1_to_4,0.45933014354066987,16.0
2024-04-22,2024,North East,1_to_4,0.4483937115516063,16.0
2024-04-29,2024,North East,1_to_4,0.4429254955570745,16.0
2024-05-06,2024,North East,1_to_4,0.47573479152426523,16.0
2024-05-13,2024,North East,1_to_4,0.5686944634313056,16.0
2024-05-20,2024,North East,1_to_4,0.530416951469583,16.0
2024-05-27,2024,North East,1_to_4,0.38824333561175667,16.0
2024-06-03,2024,North East,1_to_4,0.42105263157894735,16.0
2024-06-10,2024,North East,1_to_4,0.31715652768284347,16.0
2024-06-17,2024,North East,1_to_4,0.4374572795625427,16.0
2024-06-24,2024,North East,1_to_4,0.39917976760082025,16.0
2024-07-01,2024,North East,1_to_4,0.42105263157894735,16.0
2024-07-08,2024,North East,1_to_4,0.47573479152426523,16.0
2024-07-15,2024,North East,1_to_4,0.45933014354066987,16.0
2024-07-22,2024,North East,1_to_4,0.32809295967190705,16.0
2024-07-29,2024,North East,1_to_4,0.3663704716336295,16.0
2024-08-05,2024,North East,1_to_4,0.2843472317156528,16.0
2024-08-12,2024,North East,1_to_4,0.21872863978127136,16.0
2024-08-19,2024,North East,1_to_4,0.1749829118250171,16.0
2024-08-26,2024,North East,1_to_4,0.12576896787423103,16.0
2024-09-02,2024,North East,1_to_4,0.15311004784688995,16.0
2024-09-09,2024,North East,1_to_4,0.12576896787423103,16.0
2024-09-16,2024,North East,1_to_4,0.12576896787423103,16.0
2024-09-23,2024,North East,1_to_4,0.07655502392344497,16.0
2024-09-30,2024,North East,1_to_4,0.09295967190704033,16.0
2024-10-07,2024,North East,1_to_4,0.07655502392344497,16.0
2024-10-14,2024,North East,1_to_4,0.06561859193438141,16.0
2024-10-21,2024,North East,1_to_4,0.14764183185235816,16.0
2024-10-28,2024,North East,1_to_4,0.09842788790157211,16.0
2024-11-04,2024,North East,1_to_4,0.18591934381408065,16.0
2024-11-11,2024,North East,1_to_4,0.15311004784688995,16.0
2024-11-18,2024,North East,1_to_4,0.15857826384142173,16.0
2024-11-25,2024,North East,1_to_4,0.15857826384142173,16.0
2024-12-02,2024,North East,1_to_4,0.18045112781954886,16.0
2024-12-09,2024,North East,1_to_4,0.1421736158578264,16.0
2024-12-16,2024,North East,1_to_4,0.12030075187969924,16.0
2024-12-23,2024,North East,1_to_4,0.08749145591250855,16.0
2024-12-30,2024,North East,1_to_4,0.12030075187969924,16.0
2024-01-01,2024,North East,25_to_34,0.20232399179767602,8.0
2024-01-08,2024,North East,25_to_34,0.17771701982228297,8.0
2024-01-15,2024,North East,25_to_34,0.14490772385509226,8.0
2024-01-22,2024,North East,25_to_34,0.17771701982228297,8.0
2024-01-29,2024,North East,25_to_34,0.19138755980861244,8.0
2024-02-05,2024,North East,25_to_34,0.19138755980861244,8.0
2024-02-12,2024,North East,25_to_34,0.19412166780587833,8.0
2024-02-19,2024,North East,25_to_34,0.15857826384142173,8.0
2024-02-26,2024,North East,25_to_34,0.21326042378673957,8.0
2024-03-04,2024,North East,25_to_34,0.15857826384142173,8.0
2024-03-11,2024,North East,25_to_34,0.24060150375939848,8.0
2024-03-18,2024,North East,25_to_34,0.21052631578947367,8.0
2024-03-25,2024,North East,25_to_34,0.19685577580314423,8.0
2024-04-01,2024,North East,25_to_34,0.24606971975393027,8.0
2024-04-08,2024,North East,25_to_34,0.2898154477101845,8.0
2024-04-15,2024,North East,25_to_34,0.22966507177033493,8.0
2024-04-22,2024,North East,25_to_34,0.22419685577580314,8.0
2024-04-29,2024,North East,25_to_34,0.22146274777853725,8.0
2024-05-06,2024,North East,25_to_34,0.23786739576213262,8.0
2024-05-13,2024,North East,25_to_34,0.2843472317156528,8.0
2024-05-20,2024,North East,25_to_34,0.2652084757347915,8.0
2024-05-27,2024,North East,25_to_34,0.19412166780587833,8.0
2024-06-03,2024,North East,25_to_34,0.21052631578947367,8.0
2024-06-10,2024,North East,25_to_34,0.15857826384142173,8.0
2024-06-17,2024,North East,25_to_34,0.21872863978127136,8.0
2024-06-24,2024,North East,25_to_34,0.19958988380041012,8.0
2024-07-01,2024,North East,25_to_34,0.21052631578947367,8.0
2024-07-08,2024,North East,25_to_34,0.23786739576213262,8.0
2024-07-15,2024,North East,25_to_34,0.22966507177033493,8.0
2024-07-22,2024,North East,25_to_34,0.16404647983595352,8.0
2024-07-29,2024,North East,25_to_34,0.18318523581681476,8.0
2024-08-05,2024,North East,25_to_34,0.1421736158578264,8.0
2024-08-12,2024,North East,25_to_34,0.10936431989063568,8.0
2024-08-19,2024,North East,25_to_34,0.08749145591250855,8.0
2024-08-26,2024,North East,25_to_34,0.06288448393711552,8.0
2024-09-02,2024,North East,25_to_34,0.07655502392344497,8.0
2024-09-09,2024,North East,25_to_34,0.06288448393711552,8.0
2024-09-16,2024,North East,25_to_34,0.06288448393711552,8.0
2024-09-23,2024,North East,25_to_34,0.03827751196172249,8.0
2024-09-30,2024,North East,25_to_34,0.04647983595352016,8.0
2024-10-07,2024,North East,25_to_34,0.03827751196172249,8.0
2024-10-14,2024,North East,25_to_34,0.032809295967190705,8.0
2024-10-21,2024,North East,25_to_34,0.07382091592617908,8.0
2024-10-28,2024,North East,25_to_34,0.04921394395078606,8.0
2024-11-04,2024,North East,25_to_34,0.09295967190704033,8.0
2024-11-11,2024,North East,25_to_34,0.07655502392344497,8.0
2024-11-18,2024,North East,25_to_34,0.07928913192071087,8.0
2024-11-25,2024,North East,25_to_34,0.07928913192071087,8.0
2024-12-02,2024,North East,25_to_34,0.09022556390977443,8.0
2024-12-09,2024,North East,25_to_34,0.0710868079289132,8.0
2024-12-16,2024,North East,25_to_34,0.06015037593984962,8.0
2024-12-23,2024,North East,25_to_34,0.043745727956254275,8.0
2024-12-30,2024,North East,25_to_34,0.06015037593984962,8.0
2024-01-01,2024,North East,35_and_over,0.22761449077238552,9.0
2024-01-08,2024,North East,35_and_over,0.19993164730006835,9.0
2024-01-15,2024,North East,35_and_over,0.16302118933697882,9.0
2024-01-22,2024,North East,35_and_over,0.19993164730006835,9.0
2024-01-29,2024,North East,35_and_over,0.215311004784689,9.0
2024-02-05,2024,North East,35_and_over,0.215311004784689,9.0
2024-02-12,2024,North East,35_and_over,0.21838687628161313,9.0
2024-02-19,2024,North East,35_and_over,0.17840054682159945,9.0
2024-02-26,2024,North East,35_and_over,0.23991797676008203,9.0
2024-03-04,2024,North East,35_and_over,0.17840054682159945,9.0
2024-03-11,2024,North East,35_and_over,0.2706766917293233,9.0
2024-03-18,2024,North East,35_and_over,0.23684210526315788,9.0
2024-03-25,2024,North East,35_and_over,0.22146274777853725,9.0
2024-04-01,2024,North East,35_and_over,0.2768284347231716,9.0
2024-04-08,2024,North East,35_and_over,0.32604237867395763,9.0
2024-04-15,2024,North East,35_and_over,0.2583732057416268,9.0
2024-04-22,2024,North East,35_and_over,0.2522214627477785,9.0
2024-04-29,2024,North East,35_and_over,0.24914559125085442,9.0
2024-05-06,2024,North East,35_and_over,0.2676008202323992,9.0
2024-05-13,2024,North East,35_and_over,0.3198906356801094,9.0
2024-05-20,2024,North East,35_and_over,0.2983595352016405,9.0
2024-05-27,2024,North East,35_and_over,0.21838687628161313,9.0
2024-06-03,2024,North East,35_and_over,0.23684210526315788,9.0
2024-06-10,2024,North East,35_and_over,0.17840054682159945,9.0
2024-06-17,2024,North East,35_and_over,0.24606971975393027,9.0
2024-06-24,2024,North East,35_and_over,0.22453861927546137,9.0
2024-07-01,2024,North East,35_and_over,0.23684210526315788,9.0
2024-07-08,2024,North East,35_and_over,0.2676008202323992,9.0
2024-07-15,2024,North East,35_and_over,0.2583732057416268,9.0
2024-07-22,2024,North East,35_and_over,0.18455228981544772,9.0
2024-07-29,2024,North East,35_and_over,0.20608339029391662,9.0
2024-08-05,2024,North East,35_and_over,0.1599453178400547,9.0
2024-08-12,2024,North East,35_and_over,0.12303485987696514,9.0
2024-08-19,2024,North East,35_and_over,0.09842788790157211,9.0
2024-08-26,2024,North East,35_and_over,0.07074504442925496,9.0
2024-09-02,2024,North East,35_and_over,0.0861244019138756,9.0
2024-09-09,2024,North East,35_and_over,0.07074504442925496,9.0
2024-09-16,2024,North East,35_and_over,0.07074504442925496,9.0
2024-09-23,2024,North East,35_and_over,0.0430622009569378,9.0
2024-09-30,2024,North East,35_and_over,0.052289815447710185,9.0
2024-10-07,2024,North East,35_and_over,0.0430622009569378,9.0
2024-10-14,2024,North East,35_and_over,0.03691045796308954,9.0
2024-10-21,2024,North East,35_and_over,0.08304853041695147,9.0
2024-10-28,2024,North East,35_and_over,0.05536568694463431,9.0
2024-11-04,2024,North East,35_and_over,0.10457963089542037,9.0
2024-11-11,2024,North East,35_and_over,0.0861244019138756,9.0
2024-11-18,2024,North East,35_and_over,0.08920027341079972,9.0
2024-11-25,2024,North East,35_and_over,0.08920027341079972,9.0
2024-12-02,2024,North East,35_and_over,0.10150375939849623,9.0
2024-12-09,2024,North East,35_and_over,0.07997265892002735,9.0
2024-12-16,2024,North East,35_and_over,0.06766917293233082,9.0
2024-12-23,2024,North East,35_and_over,0.04921394395078606,9.0
2024-12-30,2024,North East,35_and_over,0.06766917293233082,9.0
2024-01-01,2024,North East,5_to_10,0.50580997949419,20.0
2024-01-08,2024,North East,5_to_10,0.44429254955570746,20.0
2024-01-15,2024,North East,5_to_10,0.3622693096377307,20.0
2024-01-22,2024,North East,5_to_10,0.44429254955570746,20.0
2024-01-29,2024,North East,5_to_10,0.4784688995215311,20.0
2024-02-05,2024,North East,5_to_10,0.4784688995215311,20.0
2024-02-12,2024,North East,5_to_10,0.48530416951469585,20.0
2024-02-19,2024,North East,5_to_10,0.3964456596035543,20.0
2024-02-26,2024,North East,5_to_10,0.5331510594668489,20.0
2024-03-04,2024,North East,5_to_10,0.3964456596035543,20.0
2024-03-11,2024,North East,5_to_10,0.6015037593984962,20.0
2024-03-18,2024,North East,5_to_10,0.5263157894736842,20.0
2024-03-25,2024,North East,5_to_10,0.49213943950786054,20.0
2024-04-01,2024,North East,5_to_10,0.6151742993848257,20.0
2024-04-08,2024,North East,5_to_10,0.7245386192754614,20.0
2024-04-15,2024,North East,5_to_10,0.5741626794258373,20.0
2024-04-22,2024,North East,5_to_10,0.5604921394395078,20.0
2024-04-29,2024,North East,5_to_10,0.5536568694463432,20.0
2024-05-06,2024,North East,5_to_10,0.5946684894053315,20.0
2024-05-13,2024,North East,5_to_10,0.7108680792891319,20.0
2024-05-20,2024,North East,5_to_10,0.6630211893369788,20.0
2024-05-27,2024,North East,5_to_10,0.48530416951469585,20.0
2024-06-03,2024,North East,5_to_10,0.5263157894736842,20.0
2024-06-10,2024,North East,5_to_10,0.3964456596035543,20.0
2024-06-17,2024,North East,5_to_10,0.5468215994531784,20.0
2024-06-24,2024,North East,5_to_10,0.4989747095010253,20.0
2024-07-01,2024,North East,5_to_10,0.5263157894736842,20.0
2024-07-08,2024,North East,5_to_10,0.5946684894053315,20.0
2024-07-15,2024,North East,5_to_10,0.5741626794258373,20.0
2024-07-22,2024,North East,5_to_10,0.4101161995898838,20.0
2024-07-29,2024,North East,5_to_10,0.4579630895420369,20.0
2024-08-05,2024,North East,5_to_10,0.35543403964456594,20.0
2024-08-12,2024,North East,5_to_10,0.2734107997265892,20.0
2024-08-19,2024,North East,5_to_10,0.21872863978127136,20.0
2024-08-26,2024,North East,5_to_10,0.1572112098427888,20.0
2024-09-02,2024,North East,5_to_10,0.19138755980861244,20.0
2024-09-09,2024,North East,5_to_10,0.1572112098427888,20.0
2024-09-16,2024,North East,5_to_10,0.1572112098427888,20.0
2024-09-23,2024,North East,5_to_10,0.09569377990430622,20.0
2024-09-30,2024,North East,5_to_10,0.11619958988380041,20.0
2024-10-07,2024,North East,5_to_10,0.09569377990430622,20.0
2024-10-14,2024,North East,5_to_10,0.08202323991797676,20.0
2024-10-21,2024,North East,5_to_10,0.18455228981544772,20.0
2024-10-28,2024,North East,5_to_10,0.12303485987696514,20.0
2024-11-04,2024,North East,5_to_10,0.23239917976760083,20.0
2024-11-11,2024,North East,5_to_10,0.19138755980861244,20.0
2024-11-18,2024,North East,5_to_10,0.19822282980177716,20.0
2024-11-25,2024,North East,5_to_10,0.19822282980177716,20.0
2024-12-02,2024,North East,5_to_10,0.22556390977443608,20.0
2024-12-09,2024,North East,5_to_10,0.17771701982228297,20.0
2024-12-16,2024,North East,5_to_10,0.15037593984962405,20.0
2024-12-23,2024,North East,5_to_10,0.10936431989063568,20.0
2024-12-30,2024,North East,5_to_10,0.15037593984962405,20.0
2024-01-01,2024,North East,under_1,0.3793574846206425,15.0
2024-01-08,2024,North East,under_1,0.3332194121667806,15.0
2024-01-15,2024,North East,under_1,0.271701982228298,15.0
2024-01-22,2024,North East,under_1,0.3332194121667806,15.0
2024-01-29,2024,North East,under_1,0.3588516746411483,15.0
2024-02-05,2024,North East,under_1,0.3588516746411483,15.0
2024-02-12,2024,North East,under_1,0.3639781271360219,15.0
2024-02-19,2024,North East,under_1,0.29733424470266573,15.0
2024-02-26,2024,North East,under_1,0.3998632946001367,15.0
2024-03-04,2024,North East,under_1,0.29733424470266573,15.0
2024-03-11,2024,North East,under_1,0.45112781954887216,15.0
2024-03-18,2024,North East,under_1,0.39473684210526316,15.0
2024-03-25,2024,North East,under_1,0.36910457963089544,15.0
2024-04-01,2024,North East,under_1,0.4613807245386193,15.0
2024-04-08,2024,North East,under_1,0.543403964456596,15.0
2024-04-15,2024,North East,under_1,0.430622009569378,15.0
2024-04-22,2024,North East,under_1,0.4203691045796309,15.0
2024-04-29,2024,North East,under_1,0.41524265208475736,15.0
2024-05-06,2024,North East,under_1,0.4460013670539986,15.0
2024-05-13,2024,North East,under_1,0.5331510594668489,15.0
2024-05-20,2024,North East,under_1,0.49726589200273413,15.0
2024-05-27,2024,North East,under_1,0.3639781271360219,15.0
2024-06-03,2024,North East,under_1,0.39473684210526316,15.0
2024-06-10,2024,North East,under_1,0.29733424470266573,15.0
2024-06-17,2024,North East,under_1,0.4101161995898838,15.0
2024-06-24,2024,North East,under_1,0.37423103212576897,15.0
2024-07-01,2024,North East,under_1,0.39473684210526316,15.0
2024-07-08,2024,North East,under_1,0.4460013670539986,15.0
2024-07-15,2024,North East,under_1,0.430622009569378,15.0
2024-07-22,2024,North East,under_1,0.30758714969241285,15.0
2024-07-29,2024,North East,under_1,0.3434723171565277,15.0
2024-08-05,2024,North East,under_1,0.26657552973342447,15.0
2024-08-12,2024,North East,under_1,0.2050580997949419,15.0
2024-08-19,2024,North East,under_1,0.16404647983595352,15.0
2024-08-26,2024,North East,under_1,0.11790840738209159,15.0
2024-09-02,2024,North East,under_1,0.14354066985645933,15.0
2024-09-09,2024,North East,under_1,0.11790840738209159,15.0
2024-09-16,2024,North East,under_1,0.11790840738209159,15.0
2024-09-23,2024,North East,under_1,0.07177033492822966,15.0
2024-09-30,2024,North East,under_1,0.08714969241285031,15.0
2024-10-07,2024,North East,under_1,0.07177033492822966,15.0
2024-10-14,2024,North East,under_1,0.06151742993848257,15.0
2024-10-21,2024,North East,under_1,0.1384142173615858,15.0
2024-10-28,2024,North East,under_1,0.09227614490772386,15.0
2024-11-04,2024,North East,under_1,0.17429938482570062,15.0
