design_id,gamma,local_mixing,contact_scale,sick_contact_multiplier,sick_mobility_multiplier,seed_infections_per_week,initial_exposed_per_case,initial_infectious_per_case,seasonal_amplitude,seasonal_peak_week,seasonal_period_weeks,beta_0,sigma,eta,nu,delta,phi,mu,psi,reporting_rate,sh_noise_multiplier,noise_scale,dt
65,0.05576258586456788,0.44187526173174924,0.12955000362838287,0.5709316738022353,0.13096515700104122,4.295400363265174,2.108234565002391,0.3077589253218175,0.6906752847192353,14.496128592895785,53.47330654726172,4.542379251306229e-05,0.08327130717352094,2.728343598494409e-05,0.0024723863281820952,0.0010346504712959537,0.1387800069007299,8.570442985615552,0.3097074298028663,0.8157370295378398,0.8029163574946399,0.027663478054975755,0.02026263466038193
66,0.06640076053630987,0.3689619147870226,0.16935627963940397,0.749301943110224,0.13728362479730807,5.871383997348177,1.748308922144929,0.6159574276808413,0.5301340938480046,10.80610476250093,52.86223011515396,3.911426037115212e-05,0.10578763376316723,3.1021676064316664e-05,0.003363966627372811,0.0008223845653551644,0.128834235494653,10.608461025846935,0.38640054100394394,0.9274994392467374,0.8120881979599248,0.029328489436438124,0.023585086242207887
67,0.06683133634763135,0.3390218424751595,0.14332255621979978,0.5818097330327976,0.13547366469056643,5.558661140897249,2.005535399786053,0.4240899918965052,0.716422504427398,14.45961323685842,51.66700150990581,3.821466871269091e-05,0.0737175059275977,3.190583433967025e-05,0.0034703022136832653,0.0008339509304126822,0.11046356003590439,11.8400249568889,0.3319901969071308,0.9733080245881306,0.9141721071202293,0.03310107782212426,0.02178258534461945
68,0.07301151034183644,0.42540208867340146,0.14898928366554587,0.5514697776450845,0.11252317590525959,5.485413486992184,2.1442587368409813,0.619996055369655,0.5515763693968185,14.35870407728614,52.481131057171595,4.66336400032084e-05,0.08466279669400463,3.137963317421864e-05,0.0030770431253123102,0.0010597303871537921,0.10009679061358553,8.716582002358868,0.35738377103897667,0.9413295195652607,0.8241760089660749,0.025913168516850698,0.017680217795042263
69,0.06461764735581829,0.35289764553355835,0.1442645887467735,0.7189069389287197,0.15838405828708013,5.635564942153701,2.1779155642937047,0.3203862335529829,0.5224059630863723,13.532888019614031,51.728916612778484,5.2602360986133904e-05,0.09283714635732221,2.1619244725266345e-05,0.002582725521437301,0.0009557274654410327,0.1224476356322497,10.999330604955771,0.29664107049176897,0.8056020818733217,0.8998952917895404,0.02496236561557162,0.021129504042083486
70,0.05613009509431469,0.33604406883130944,0.1615180272926361,0.7276483092067193,0.16449703932706342,4.9992748281020525,2.2452250462730077,0.5723210168633355,0.610118412088875,11.300718953927625,52.03863387437369,5.136839174115254e-05,0.10219246385725289,2.2178750814107284e-05,0.0027855761080925567,0.0008034658594315733,0.1269218504405072,8.518977758556666,0.32341447785228145,0.8172982841811903,0.8007822846245243,0.034965115623061524,0.021255698601406758
71,0.0653434473709673,0.38039791888578356,0.1287516847357653,0.7803610089463278,0.13924983630506887,4.585701063814853,1.6849500944046054,0.25092744243746384,0.5733596986517191,14.670336047210652,50.92233951097156,5.045467536838829e-05,0.07488023362570694,2.4989808481302885e-05,0.0032175978653073106,0.0008044181235555753,0.09673637570538712,9.226581097713016,0.38002889312718385,0.893927539322404,0.9318832562893625,0.02561507744644825,0.018184944061815995
72,0.061680517793390253,0.36823805138778,0.1645444346362167,0.5941269062734201,0.12291699799429684,5.812343727971509,1.9313452725898168,0.4089699814067288,0.6933157831533275,15.384094298029996,51.91897831022577,4.467607514153604e-05,0.09359333722390495,2.609858704290246e-05,0.00323801548899749,0.0009238393828888046,0.1310866573925923,10.32185075923474,0.2702366420842552,0.8632721576065701,0.854210988325796,0.0347366591698485,0.020559605430238246
73,0.059574713859036205,0.3961709789663287,0.13809464734887525,0.6956530208820337,0.1369102632367244,5.570818302133743,1.8920823725256324,0.5178844840770572,0.5638789853015624,15.077408138586861,51.843589991101524,4.481453188411401e-05,0.09845988964531932,3.181984064570834e-05,0.0028954354254891773,0.0010289525345171732,0.09631804841956958,8.745928980394304,0.3848808124512326,0.9380145879137873,0.9449303537623562,0.03330777485128542,0.017501417068113936
74,0.06365310347100184,0.37513049993898384,0.1609779153964034,0.7441541646348282,0.1268739454808948,4.57175070392444,1.8289584016133626,0.6041872415617268,0.56113898849487,12.305769041508231,52.84157328606892,5.5308967328530095e-05,0.10404748804912269,2.3428264043576774e-05,0.0028074031868194414,0.0008581213145614558,0.11391283928351659,10.794696629146618,0.3949513881544602,0.8490442895247646,0.9920177793857916,0.028374484283397273,0.0203141884779601
75,0.058913375954969434,0.4297934049316757,0.136212229746667,0.5677556983132738,0.13353056429645563,5.708736325263222,2.3121586739942317,0.26569673885491285,0.7086020031501081,14.127597075395043,50.469935355400786,4.298528680582184e-05,0.07358399358539044,3.01465084526901e-05,0.003396761973342078,0.000906011223729715,0.10526511084230505,9.163789751319829,0.2785739171429975,0.8413903007773984,0.9897625762277011,0.03383940547985008,0.023138360149400485
76,0.06343271116667247,0.36474829556016564,0.17929176253943013,0.5445154459508633,0.16032011866642448,5.044235938226661,1.612137299368353,0.5335985586483433,0.5590870480957653,14.262081813111731,51.626613425767886,3.888878729476601e-05,0.09260958668495477,2.5853850052278057e-05,0.0032631092873050016,0.0008463035304535451,0.12159574894431158,10.163054326160577,0.39376255312520037,0.9826759824876695,0.8276448015125771,0.031113749369232335,0.018344221524939197
77,0.07038546223512362,0.38179653562686866,0.18017169212622428,0.760725564799491,0.12444642888504132,4.623883983546453,2.2644610538693866,0.4951557375885507,0.6235184323804209,11.97525821772596,52.670122839541364,4.804230468919312e-05,0.07552511786526526,2.5763019368135863e-05,0.002448036331638718,0.0009527307512822991,0.11722025761560341,11.409064470066477,0.3756182579781596,0.8249505305759682,0.9657718668765618,0.029628855167993445,0.02064477167037346
78,0.06846047522826948,0.38963151671452023,0.18487277660802828,0.591661884657331,0.14869834666567613,5.5360927636624915,2.316770459083064,0.43412879446216635,0.5161146379557061,12.81589385071569,53.44402420234889,4.574137810097008e-05,0.09803862733538944,3.11066217082112e-05,0.0029660622043821915,0.000914216584998804,0.1275840046042244,10.714752434564161,0.3011923344045384,0.923326164129421,0.9738916150291919,0.024471624397579664,0.022937145246129984
79,0.05677992307485573,0.35157316785831694,0.17044843365028006,0.6833942279425627,0.14115103700154233,5.735082521874969,2.170779848062292,0.37881709476290515,0.6327026264394587,10.889189896162673,53.50848224250692,4.710818442458442e-05,0.09960158091720157,2.5580006291497965e-05,0.002483366639016725,0.0007491281759030641,0.1116454539346578,11.011114914223905,0.2775198574121209,0.9574070501367447,0.8263903068798547,0.034982869427342064,0.01820111194178124
80,0.06325915737088227,0.4536519857472122,0.16564109476401154,0.792981583095277,0.12341882801547426,5.713642689907943,2.009029617486284,0.32634011574457134,0.5053608033495813,13.178816565878888,52.981898355597714,3.8850335244923384e-05,0.0722987193623376,2.535387154019387e-05,0.0032510799291353637,0.0007245108365634475,0.1283962980973204,9.902059948708173,0.324668043459394,0.9104090683112774,0.8580695193881857,0.025193047842803587,0.01675308999965119
81,0.061977706851830947,0.3072330387483249,0.1494336132783216,0.5968897690938719,0.13390574721607942,4.222480382886465,1.662437420433605,0.41619820962018683,0.4986482194820278,11.666384720640684,51.17100694580696,4.6361889117473506e-05,0.08869918247173801,2.8732821940550305e-05,0.0027283967083705568,0.0009718184180082326,0.1247560376468977,10.635681649951819,0.37417052662333633,0.9748459193756299,0.8798381840946963,0.03584954122556215,0.020391751185701305
82,0.06023028353179076,0.3705414161557872,0.15420094506827534,0.6553463191544509,0.12226352923479132,5.219781539992872,2.3699329917205048,0.3457350582632195,0.5773481045099378,13.36658963203901,52.655171662366406,3.811999971309452e-05,0.08207673813224013,2.7527171740468488e-05,0.0025763367244753476,0.0008136533726011035,0.12436325652893396,9.568722194676829,0.30217152403157704,0.8574563200347688,0.814756417129684,0.0250950101109958,0.021509980463341308
83,0.05662997339536717,0.4319915986237337,0.14049792971641525,0.6251031616241447,0.1397472313994803,4.726573686917565,1.9241629329020438,0.5068183110053186,0.6486367066545159,15.32505966291567,51.08904668193169,4.649598337240088e-05,0.0940492715007023,2.2683280718709647e-05,0.002504015926362189,0.0007343178179500821,0.14282595700922354,11.927804922612847,0.3375626594172396,0.923488708160132,0.8412869762347043,0.027390150287330814,0.01924008961418578
84,0.05776068525487976,0.41286823538680156,0.18564186054667375,0.7047223832282802,0.12954381827027606,5.981677028921207,2.3310295420127014,0.2937802241259888,0.5037413708893248,13.665111462633774,52.264971382501535,5.223790598022422e-05,0.08129384344867188,2.7935465022753258e-05,0.0029024963132556914,0.0009577376045522705,0.11924390915511594,9.51189401793198,0.36159526881578946,0.929085476254887,0.8232008182102327,0.026988409264025848,0.016373997542607984
85,0.0764932075860106,0.41107338158419726,0.14475442996436744,0.7416051275147957,0.1280460666589763,5.780967618164351,1.9847476374596025,0.47293219141397663,0.5416855899833748,15.55543668066922,52.76893938368577,5.4732069364822084e-05,0.08409686688058704,3.1220715045382174e-05,0.0028353382486996375,0.0008005091695971095,0.10923088686025238,11.072279638488528,0.36827797321928407,0.8758639612692835,0.8033520592534449,0.035639189869788784,0.01990896705004502
86,0.07170279369692499,0.4142495139564578,0.18229401133993736,0.7685046150080962,0.11576140018146999,5.599443331835635,1.9625202043430512,0.614820838895213,0.4815248734460061,11.701295532525712,52.293279173084926,4.602306769010636e-05,0.09207043512737487,2.1903075649491225e-05,0.0027256261233792522,0.0008689451627694112,0.09830643544988339,8.772800447602203,0.39133015504823065,0.8710537815483241,0.9384114977572765,0.02711226263778558,0.02366787802102381
87,0.057456789299383824,0.43689301232138844,0.1878896958795488,0.7871280457513541,0.1625318397367987,6.149660785643025,2.341188883693285,0.36870736018976236,0.6363200834146956,12.018128440253514,53.62384885379387,4.879303117441987e-05,0.09599216584916717,2.6915065976289115e-05,0.0026303487977266675,0.001057084047999696,0.10752491374814795,11.74214816041158,0.3996301700918633,0.8072904153698616,0.9699953294323391,0.031190566007022347,0.018583071277560172
88,0.05716186477024788,0.4200120508044944,0.13921011359285412,0.6464260510808699,0.13524429709959068,4.552688658062362,1.8506788833202001,0.24802565245272096,0.6668385525448519,11.547791910367584,53.06138166740432,5.0878940628838616e-05,0.09904047950439031,2.966018888692561e-05,0.003349631681225796,0.0007696714534666276,0.1145030227543652,11.712105810481932,0.3724564238362315,0.9072069957764802,0.917831834154117,0.031540709894168045,0.02354801705296413
89,0.058163105314460006,0.4013608533203137,0.18333228977740618,0.7923757244302667,0.1341900451000102,4.4412539166711555,2.117054635242562,0.5466032511809733,0.6310278466867499,11.83217269958415,53.8835719790064,4.245178576950303e-05,0.10167907739248688,2.8136172375798883e-05,0.0030451303976375783,0.0007209127406545209,0.12492447406177293,11.638496499917672,0.3274494195661729,0.8255173946500475,0.9366920658361566,0.03441764064210587,0.02201186810669693
90,0.057799663386806546,0.3318233655648768,0.1393192345072325,0.5898273230362385,0.1318385174624259,6.209167783121435,2.400093087412263,0.3966636084422641,0.7106304531044797,10.772463542446568,50.63185347398745,4.733481217086007e-05,0.0971463721109343,3.005843772690811e-05,0.00312304498772319,0.0010417796674592932,0.12597437567691622,8.23146839715185,0.3059144522054395,0.9959332680933817,0.9751737826503195,0.03287198042423099,0.01892867599143593
91,0.07289818543947588,0.4500678541116946,0.14384824181636757,0.7097011216169091,0.16151068255212184,6.237720692436312,2.167522451148236,0.5244518354561032,0.49479795762883527,11.767507664620569,52.7375178919191,4.15281551468056e-05,0.10124726569561018,2.3074750745723227e-05,0.0031742834331377483,0.0010379150042198174,0.11638604675575506,11.90257543123748,0.3083425553718426,0.8794265799222284,0.9046912175282461,0.03356785988830596,0.021566519978593372
92,0.05994725232468128,0.38259125952710504,0.1304871802734006,0.6596432781370068,0.11738058817088937,5.935836423595653,2.0848777402170158,0.27581382808573296,0.5702727957944648,15.155759736843564,50.09362376843282,5.325831797892796e-05,0.08358058140316643,3.1153576296367735e-05,0.0027765767061327293,0.0009039467616792599,0.12941235624012357,8.263414682527289,0.27298056004818455,0.8694904090773271,0.8489438923955624,0.026199067356067342,0.0232399891027433
93,0.06759089078773452,0.4476137881484569,0.1711923971599362,0.5417589225416725,0.1507826042291306,4.511740913526562,2.0694333366950683,0.5931510810536968,0.6182143587285845,13.011905660881041,50.77437890786592,4.36289946847126e-05,0.10547596582267976,2.4319650166621007e-05,0.0034281775583723455,0.000949583251094016,0.09894386275530166,11.2266940249663,0.28138144958548694,0.9470450324069055,0.8162885121806914,0.034827353546882114,0.022593244972573034
94,0.06549065161262219,0.40508097885216243,0.1421783181493303,0.756839938087477,0.15442000951957136,4.27786777994123,1.9141037682273006,0.4862871557463754,0.5153176920387549,11.427289992144425,50.37813087468724,4.0709509194039275e-05,0.08042580921977066,2.860264121020773e-05,0.0025362392224416424,0.0008409655277897402,0.14368143802389363,9.041064043524573,0.34773264423356853,0.9144543013410548,0.9866717482571895,0.031388650908931275,0.02168661190562329
95,0.07379654904471161,0.3145516962024272,0.13743052503201197,0.6170756182120275,0.14288399323475423,5.769389940394348,1.7068959801570291,0.629265542440993,0.6570928704099449,12.712910654581798,53.98019670301755,4.4985491256194283e-05,0.09999589207368823,2.1817799381586225e-05,0.0033313577513398997,0.0008170886765257879,0.13464860777777238,10.069929189590141,0.3224349068097333,0.9640198498921826,0.9099523146229745,0.028568343923169863,0.02098805387413658
96,0.06844473041335113,0.4024113170654516,0.1862205698544219,0.7619922830762416,0.16708141063956658,4.70215519358209,2.0593112161702862,0.48181211075479263,0.5573719086814009,12.648682865822927,53.10164000280588,5.102338634891237e-05,0.09025678911124835,2.9249435672185442e-05,0.0024856518148395424,0.0010707005079031349,0.12144952232208774,10.486282198259442,0.33942739203869654,0.9553632506966878,0.844247244714027,0.03131229753283331,0.017759412208190748
97,0.0631436968704833,0.3163873168286456,0.16848227904653928,0.6854412344393057,0.14211401833076853,4.613984766357415,1.6068018223043423,0.2830644991343864,0.5004074209076759,13.418897446310819,53.67116811588549,5.388227899765081e-05,0.10363274329538058,2.6039235208271214e-05,0.00274409246195609,0.0007676285501290889,0.10992669741683742,10.889109887885345,0.2888271614771147,0.9079327188395789,0.8698839917864081,0.02535420211055098,0.02263194755406127
98,0.05605047783050157,0.350432595833747,0.15662480438311668,0.5648601740838446,0.12793184216368977,5.99882342783029,2.203422326600695,0.4426461168919187,0.6896028596432356,11.886694735689648,52.878690766423674,4.419447110113891e-05,0.0721171402641986,2.3964074449685162e-05,0.0024373126863958166,0.0010748069788340318,0.1383923986021895,8.403985210366075,0.36562697159098523,0.9423885780834794,0.8298244755298666,0.02813345532656937,0.023371855233283535
99,0.0605353591276628,0.3724853794369699,0.13510765345891138,0.7032089361828324,0.15674243760018752,5.2131428402809785,2.152443608808799,0.3727051739267344,0.6741217111976247,12.798949294812605,51.69246489292572,4.2248952560684654e-05,0.08441590037942708,2.9135037810390996e-05,0.00243984546625214,0.0009634484666480669,0.09742799109732367,9.425227992856035,0.2849452248224882,0.9338787528672143,0.9396845034684682,0.03166199297084408,0.023778392610811286
100,0.07549842693452355,0.37175211601439334,0.16525434865932723,0.5996304077671752,0.15124709495060754,4.183050364431932,1.9024797929475454,0.25408813789457846,0.6403118173020257,15.068701702278517,53.38834331559187,4.509947429482769e-05,0.08961899854476886,2.8271420693815536e-05,0.002608698913797534,0.0007511251817492526,0.1432826109766039,8.601559692153046,0.37840169505994936,0.96533372861763,0.8290700173986537,0.03250948307477364,0.020184819869298737
101,0.06573786785946556,0.3222513789188889,0.1485013238724952,0.7065837890369132,0.12497384971471176,4.798640069269121,1.629101155231162,0.5992081885425988,0.6351962762229197,13.036082720047862,53.955481480364384,3.741558784197684e-05,0.08087599913304633,2.7855200980042044e-05,0.003006654600311012,0.0008827464925881088,0.14133251395188812,9.55613521862114,0.29069782080205664,0.9523494000628576,0.8950218100879248,0.03320262562239033,0.017101960244201124
102,0.0792390169558809,0.31942875242974716,0.13169392332594995,0.6315875186090122,0.15000870858225296,4.34468565912462,2.2927870581358567,0.4011975945241619,0.513085144188749,15.870755595234284,52.92912096190967,5.30389246885107e-05,0.09507008699797714,2.803463716579036e-05,0.0027538094067269168,0.0008895665463432637,0.10093579243989374,8.196589001668112,0.3073308126549291,0.9618202647032943,0.8840187575847398,0.027969686723073227,0.016281761506442092
103,0.0706584575245554,0.4386943787008864,0.14164965092003268,0.5324783710575316,0.16088585284533655,5.472559940974881,1.681771138804158,0.4742850853948604,0.6715497894352171,14.42823508968425,51.26503222362934,5.025479814317224e-05,0.08568753135258338,3.0266673696376698e-05,0.00329735440742624,0.0007823684416326138,0.12026567641119548,10.855372260612668,0.3169148549338285,0.8428997703053599,0.856403948314848,0.03026841671604938,0.018047672551683613
104,0.06669224859638512,0.36379079878065546,0.14635386625762414,0.5399814329318035,0.14746620737789856,5.183476380101221,1.639318007671016,0.46111109823539087,0.6004033546643567,15.99093751827068,52.56433170091096,4.267877016805321e-05,0.0877424196057734,2.7801511290263495e-05,0.0025011126109020015,0.0007263567556466824,0.10340675943709705,8.172633326744528,0.3556371870290374,0.8929207595653805,0.8331140786557674,0.026094372890283338,0.018703185339031602
105,0.06979242744714653,0.3380640330905874,0.13275178063475643,0.5859661954476137,0.12631479416019575,5.134450582237534,2.3361803599288384,0.5384960943779881,0.6550821550398566,14.831748376683336,50.41004338428974,4.550144122733721e-05,0.08973021319445879,3.0835188003002616e-05,0.0031433446040620323,0.0009113353637698116,0.10804946392117869,11.279249581599522,0.3452236313698457,0.8113581580379438,0.8880920249157435,0.024801665711432053,0.01970778189516135
106,0.07943775542372478,0.3235692665255151,0.15878606414322066,0.6160963434834488,0.11767436051400307,4.391175686198909,2.046981773806929,0.5565294921311736,0.4921899425061078,11.111932863988933,53.75303786635213,5.1997135125967257e-05,0.09654775412128616,3.0907085965704655e-05,0.0028485674024468443,0.0009774987102166295,0.10423868992136395,9.790530164501428,0.38029462725186675,0.9504901877441485,0.9514203280459455,0.026827670371197158,0.017731368107695104
107,0.060389426281228606,0.34649581955465353,0.13230095088569913,0.7530397836501201,0.1648856987572998,5.168335729577119,1.7711603498452304,0.28420453224381587,0.5779958566842168,15.42395580467863,53.835412639341286,5.43789776167244e-05,0.09556908271739126,2.2043613846882154e-05,0.0030359538146821404,0.0007478126362228479,0.11816783733541802,8.456936672227878,0.39656432934928393,0.8662688489023151,0.8827296274886406,0.02548181334260894,0.023252989009835363
108,0.058500618653534044,0.3097045274406064,0.1808260514934259,0.5730784882588079,0.15523065703488456,4.973942410686671,2.3613301363475907,0.5646058214991311,0.6128637339431557,11.229157779748652,51.33548212720442,4.831106086426999e-05,0.10064039694382021,3.067582493592299e-05,0.002517800063303646,0.001018435396888792,0.10082595282691958,10.7594583051121,0.3255089962865453,0.9491291051426096,0.9473455248358295,0.029024682712516563,0.02216560412035413
109,0.0642880799278058,0.3353874444030087,0.15808004417135368,0.6652906470814854,0.13262034967030392,5.753919109954326,1.8825248841502078,0.2699067551736163,0.7184944839925751,11.496937095720394,50.20402535952155,3.8524593097320685e-05,0.09765044548719279,3.1497122729438286e-05,0.00295308122305892,0.0010319455206319443,0.13812409142671836,8.627053589428082,0.3644446884447536,0.8962321585262559,0.896848493107485,0.02673424045026567,0.021235077725128754
110,0.0648845816815418,0.31066148791011067,0.16670121037114416,0.717863018936398,0.135819453947061,4.23835952123431,2.263403934820286,0.3950825289668767,0.5562028529148697,11.611774039093826,50.95291572409521,4.1152293240772845e-05,0.10013205971172999,2.3560393563016915e-05,0.0028007545326987453,0.0009600533039099608,0.10797687698890311,11.339285870156182,0.2722800034105251,0.8867869197137036,0.972490754999912,0.03307917869945188,0.019974161747489765
111,0.07448242492183946,0.34107621562631774,0.16007139984596136,0.695118957843252,0.16563069420174656,4.471550020470696,2.1299981798230916,0.4670040550707877,0.6382993078814653,14.20878404304833,50.568226322209796,4.171839184159768e-05,0.0829227227106206,2.2021223697631353e-05,0.003049708720670687,0.0007338357979267466,0.13315449668774554,9.300984052758317,0.36342553134280176,0.9987831207290748,0.8127618121942138,0.028772299953562876,0.019067097057499493
112,0.062214674168270506,0.4456653845115095,0.15930575050939982,0.5542402580446589,0.16397663202456608,4.76175280184575,2.120718589404521,0.3008765438583813,0.5848607101130758,13.88619140525994,51.20199551731302,5.5168775455201175e-05,0.10332845008514376,2.3025650262410216e-05,0.003226794209713452,0.0009843583893834236,0.11072770074504573,9.757192744256098,0.34256703463473587,0.9683198364293957,0.913670370031048,0.03463167667432176,0.017376624198076587
113,0.07256657432023926,0.3282327973213057,0.14242952067412878,0.6510738255917674,0.13205264669726718,5.627059962178697,2.1965310057265293,0.4471590741253789,0.6637585736861393,13.980948256386874,50.26869850601475,5.359082167412698e-05,0.09174547430623065,2.7709214356190094e-05,0.002718309493359169,0.0008655398441588816,0.11137453010601381,8.799668011106297,0.3584099800014647,0.881405212304663,0.8711430908759615,0.0342624180344711,0.019814982390149064
114,0.07102580017149995,0.4521674932397366,0.12912236505992208,0.6915224787349803,0.11334799378334778,5.092548755260258,2.3853027637756656,0.32262809746926524,0.5367988179123888,15.617605981083102,52.525596218698226,5.415445897562e-05,0.09064581731035048,2.237632107746637e-05,0.0035362190718860433,0.0008629770414204025,0.12608387627662054,11.869844570039648,0.26761968868422414,0.8475270452869811,0.805904641571416,0.030815965160331516,0.019303039448369304
115,0.056335391300615587,0.416398237620803,0.1893339516353681,0.7584558958189047,0.1478698507753079,4.367489332981186,2.3217732525929833,0.2586661831027739,0.6155946709991382,14.951299689805019,52.784394329707695,3.980302469323385e-05,0.09816160582158226,2.3477936708155813e-05,0.0031192189209252276,0.000910706172983608,0.11994226574809459,9.119973920541247,0.35988405281934216,0.8519323856790396,0.9017235237188517,0.035420426990791246,0.022806333290059252
116,0.05563698492704268,0.3175934492811573,0.13332474287537394,0.7359397127045676,0.11654036187863956,5.2371190128683285,1.709664428608908,0.240920717794218,0.6038694344353588,12.405439012203068,50.31221648934797,4.69327504680515e-05,0.07275495763926823,3.0507102361162425e-05,0.0025231612060221424,0.000998669735225124,0.10483013025274614,9.191952702923231,0.2823891199087884,0.8767165402416565,0.994681627394721,0.03432669108164902,0.021709187008113008
117,0.06791343805006485,0.37443633928564934,0.16697179522501548,0.5502583822161818,0.14157070239406233,5.306467721546655,1.8384209906374083,0.3855871127310237,0.6141693887631847,13.572289435623803,52.37391683713128,5.4536660929874626e-05,0.10668921050076907,2.9898510242772242e-05,0.0034435194705922404,0.0007298249380749551,0.11862622489238277,9.690068291736225,0.3652077338939392,0.8468518171566048,0.8560896146524533,0.035316566620879244,0.01950846790758184
118,0.068790861024858,0.3877581461123488,0.13708611653581218,0.7158682057374091,0.129806015037979,5.824927339557704,1.7655607611892454,0.5280118849873683,0.530780849922092,15.011063044262684,50.249546501948565,4.0310686376313904e-05,0.08848759938469486,2.3354126268522138e-05,0.002558281580613173,0.0010257900209258734,0.11692439137670109,9.152137758736668,0.2793979084730683,0.9305921751118967,0.8675795931840301,0.024413350050686383,0.01898297323164677
119,0.057281741704801964,0.42212419787200306,0.1786853644744988,0.5361428097882581,0.1289333696099398,4.264863345286602,2.1583573315898614,0.3315172755376269,0.5262892156954072,11.952922736417706,51.9780830258631,4.942566255555872e-05,0.07326281973089882,2.8614195765870858e-05,0.0031515873284939165,0.0008208786068995255,0.09914307488745806,8.307280451950454,0.34816417175195363,0.9794905592867813,0.9076548408294522,0.028912324398958668,0.01644613652506068
120,0.05920176201497573,0.4347561571099644,0.15792837171999807,0.7679074686335987,0.15994394222675137,4.656438138823145,1.910495437085892,0.23109198557835675,0.6707918566271405,12.147046772983288,50.605685965795026,3.796916274744254e-05,0.0801038385928775,2.8472274329931185e-05,0.0029267741127591844,0.0008750427612018354,0.11772791723104022,10.382463852887332,0.32035517203903985,0.8034082806760087,0.9923882074495756,0.030746138316861224,0.019056054232983097
121,0.06651549838279652,0.4094530145699781,0.17327760623309418,0.6895281227741406,0.16214652342424865,6.064702891583193,2.1370256091006077,0.5903888697717876,0.4821970353803516,15.803582853109752,52.086078200762834,4.334895237880186e-05,0.07425469494080135,3.0563076657813485e-05,0.0030166961945697736,0.0008956851012640679,0.09942724199887484,10.56240314232631,0.32986144156179525,0.9849301878039374,0.8649962444782934,0.032362097975821146,0.020816054215595653
122,0.0781190849017564,0.41177152430082337,0.17028113677247203,0.5364213360357556,0.14623838666036082,5.276717514492429,2.1052634602184828,0.49269174673587063,0.669282429875118,13.095476841572971,51.953338593980504,4.322193487669793e-05,0.08119371905864706,2.9312846109966514e-05,0.0033811804092083687,0.0007622757697220906,0.1228924143056547,9.380513411396482,0.2861202625838187,0.9867226192634277,0.9771763765550107,0.02981055252389979,0.02238306598463975
123,0.0607167940988143,0.3446974833816181,0.1452948437570965,0.6676187188438867,0.14636889130739908,5.381270370668489,1.6962789671105505,0.43089892410729613,0.7015368077248383,13.329796682940309,53.12596977511669,5.4294414884969945e-05,0.08583963103381761,2.6481714966834725e-05,0.002623991785697703,0.0009808667352944787,0.12642661630340107,9.012190113401719,0.27708165738852275,0.8595194211496984,0.8090350268868546,0.03454775413574093,0.018862878632552482
124,0.0714946197689657,0.3131292982392251,0.18320090779929396,0.5570800781000086,0.1425410082799443,5.954901540935953,1.800515898698933,0.3763299085175803,0.6755736005313242,14.915501565128226,51.01733261450185,4.9804430126704564e-05,0.07959786107865292,2.2494320856196076e-05,0.0035272794168291284,0.0010780714779854072,0.13739184029285315,8.67619441503355,0.2921146425669847,0.8371823520022152,0.9993652747948634,0.028651753255695533,0.018485268220704624
125,0.06277316330182556,0.4032826801477423,0.17585705175438304,0.5624954303794862,0.1627983024329337,4.927550079226,2.090253411826325,0.5690371902784053,0.4853287491650595,12.129229589472471,50.68319927101613,5.3465972106842184e-05,0.07777027798081837,2.636436301665955e-05,0.0029859827324398534,0.0008940825210711605,0.13272466421248558,8.322103468094962,0.2712498153873517,0.9317454385674413,0.9686543071024776,0.03206911220541033,0.023945824406659783
126,0.059442688818925095,0.44231349758538785,0.1564839377031404,0.6341460411386296,0.14468850815147707,6.171376993423253,1.6749798353595373,0.5045280228162913,0.5891293792072999,15.24404004975041,51.115227594912334,4.448363536637591e-05,0.07725114566900203,2.9770326190355706e-05,0.0029914992995515397,0.00078920217690849,0.11258117405238241,11.488789044564218,0.35323807828663834,0.8379070328359526,0.9535342864684511,0.02751605309917392,0.016850085737015453
127,0.06614994600935953,0.41878521165575744,0.13852979290997777,0.7389831415081957,0.11429804751301983,6.1057316367684855,1.7586000225437688,0.27207310554225533,0.6087889350559355,16.072316344130154,50.10584060496763,4.092766568526496e-05,0.07856563159953708,2.175057703670198e-05,0.0035762403318368137,0.0007589023044436479,0.14157759946869575,9.975965887912238,0.3109881017765614,0.8083090547643318,0.9266886041086272,0.031887102771377074,0.02104037051207814
